Lemma_Sense_Id;Example_Sentence_From;Example_Sentence_To
11658;He looks much older now.;Teď vypadá mnohem ( or: o mnoho) starší.
11659;The doctor said that he is in good health.;Doktor říkal, že se těší dobrému zdraví.
11665;I have a little job for you, if you have five minutes.;Mám pro tebe malý úkol, jestli máš pět minut.
11666;As a translator I complete two or three jobs each week.;Jakožto překladatel týdně odevzdám dvě až tři zakázky.
11667;When your father is away, it's your job to mind your little brother.;Když je tvůj otec pryč, je na tobě hlídat malého bratříčka.
11668;Jimmy is very good at doing his homework every day after school.;Jimmy je velmi šikovný, že úkoly dělá každý den po škole.
11669;My role is to supervise the project.;Mojí rolí ( or: úlohou) je dohlížet na projekt.
11670;I have ten tasks that I need to complete today.;Mé poslání je dohlížet na projekt.
11671;His boss gave him three assignments to be completed by the end of the week.;Mám deset úkolů, které musím dnes udělat.
11672;It is your duty to take out the trash.;Šéf mu dal tři úkoly, které musel dokončit do týdne.
11673;The aim of an army is to protect the people.;Máš za úkol vynášet smetí.
11674;One of the goals of this site is to help people learn languages.;Úkolem ( or: smyslem) armády je ochrana lidí.
11675;The attack left him with a broken nose.;Z toho útoku vyvázl se zlomeným nosem.
11681;There will be a fresh attempt to break the record this year.;Na letošek ohlásil nový pokus o ( or: útok na) rekord.
11682;There was an attempt on the President's life.;Byl spáchán útok ( or: atentát) na prezidenta.
11692;I expect our team will lose again.;Očekávám ( or: předpokládám), že naši zase prohrají.
11693;Many people assume that a tie indicates a person of authority.;Mnoho lidí předpokládá ( or: se domnívá, or: si myslí), že kravata je znakem autority.
11705;I have always wanted to work in fashion.;Vždy jsem chtěla pracovat v módním průmyslu.
11708;She can play the piano.;Umí hrát na klavír.
11709;When Samantha was a girl, she could climb tall trees.;
11714;The total comes to fifty-four dollars.;Celková částka je 45 dolarů.
11715;The butterflies here number over a thousand.;Celkem to činí 45 dolarů.
11716;He was rather disturbed by the images of the war.;Je tu celkem ( or: dohromady) přes tisíc motýlů.
11717;This restaurant is quite good.;
11726;Henry and his date went to the movies.;Henry a jeho společnice ( or: partnerka) šli do kina.
11727;The chef was a business partner of the restaurant owner.;
11728;Sleep can be difficult if your partner snores.;Šéfkuchař byl obchodním společníkem majitele restaurace.
11735;The throw was a good one and went right to the other guy.;Byl to dobrý hod a šel přímo na toho druhého hráče.
11738;The significance of the news is still under study.;Dopad této zprávy se zatím zkoumá.
11739;This announcement has great significance for those who want peace.;Toto oznámení má velký význam pro ty, kteří si přejí mír.
11747;He thought hard, trying to find the meaning of the puzzle clue.;Usilovně přemýšlel nad významem ( or: smyslem) klíče k řešení hádanky.
11748;What is the meaning of 'lean'?;"Jaký je význam ( or: smysl) slova ""lean""?"
11749;I'm not sure to what degree he believes what he says.;Nejsem si jist, do jaké míry věří tomu, co říká.
11756;His bias for attractive employees was obvious.;Jeho náklonnost k atraktivním zaměstnankyním byla zjevná.
11762;The damage to the truck was extensive.;Škody na kamiónu byly obrovské.
11763;It is a pity that you missed the bus and had to walk.;Škoda, že jsi zmeškal autobus a musel jít pěšky.
11764;It's a shame you can't come with us.;Škoda, že nemůžeš jít s námi.
11765;The harm done to the environment by strip mining was very serious.;Poškození životního prostředí způsobené povrchovou těžbou bylo velmi vážné.
11766;The loss was over three million dollars.;Ztráta činila přes tři miliony dolarů.
11769;She is a student at the local university.;
11770;He is a student at the local high school.;Je studentkou místní univerzity.
11786;I often use the local library to borrow books.;Často využívám místní knihovny a půjčuji si tam knihy.
11804;He came in all covered in mud.;Přišel úplně ( or: celý) zablácený.
11805;Sarah is quite capable of doing the task.;Sarah je zcela schopna to zvládnout.
11806;She was completely done building the house.;Měla ten dům úplně hotový.
11831;The country continues its slow but steady development.;Země pokračuje v pomalém, ale trvalém rozvoji.
11832;The development of an industrial base is crucial for that nation.;Rozvoj ( or: rozvíjení) průmyslové základny má pro ten národ klíčový význam.
11834;This is a straight flight to New York, with no side trips or stops.;Je to přímý let do New Yorku bez zastávek a mezipřistání.
11835;This is a direct route to the airport.;Toto je přímá cesta k letišti.
11838;Is this a straight line or does it curve?;Je ta čára rovná nebo se zakřivuje?
11844;There is a wide space between the two buildings.;Mezi těmi dvěma budovami je široký prostor.
11845;The table is one metre wide.;Tento stůl je široký jeden metr.
11846;She lives on a broad, tree-lined street.;Bydlí na široké, tříproudé ulici.
11847;He had a broad interest in all sports, not just football.;
11851;I think the toaster has died.;Myslím, že topinkovač přestal fungovat.
11852;She split soon after her parents arrived.;
11856;I'm going to leave this town at three o'clock today.;
11865;The fast fox caught the chicken.;Rychlá liška dohonila kuře.
11866;I've only time for a quick visit.;Měl jsem čas jen na rychlou návštěvu.
11867;The salesperson had a quick answer for his questions.;
11871;Take the express train to Manhattan if you don't want to stop every five blocks.;Prodavačka měla na jeho otázky pohotovou odpověď.
11879;Is red your favourite colour?;Je červená tvoje oblíbená barva?
11880;We need to buy some tins of blue paint.;Budeme muset koupit několik plechovek modré barvy.
11881;You need to match three cards of the same suit.;Musíš nasbírat tři karty stejné barvy.
11893;He made an effort at cleaning the kitchen, but it wasn't very clean afterwards.;Měl jakousi snahu uklidit kuchyni, ale moc čistá nebyla.
11894;The marathon was a struggle for me, but I finished.;Ten maratón mě stáhl hodně úsilí, ale dokončil jsem ho.
11897;His son's name is Matt.;Jeho syn se jmenuje Matt.
11903;Smoke issued from the chimney.;Z komína vycházel kouř.
11908;My speech is divided into three points.;Ve svém projevu se budu věnovat třem bodům.
11909;What is the subject of that book?;Co je tématem té knihy?
11910;The theme of the book was that good triumphs over evil.;Tématem knihy bylo, že dobro vítězí nad zlem.
11911;The topic of conversation bored him.;
11915;The technician is going to perform a check on the car.;Mechanik provede technickou prověrku ( or: kontrolu) auta.
11917;After passport control, you need to pass through customs.;Po kontrole pasu musíš projít celní kontrolou.
11923;Never point a loaded gun at anyone.;Nikdy na nikoho nemiř nabitou zbraní.
11936;He paid for his dinner when the bill came.;Zaplatil večeři, když dostal účet.
11937;He paid thirty dollars for the lamp.;Zaplatil za večeři, když dostal účet.
11939;My idea to swim right after dinner was doomed to failure.;Můj nápad jít si hned po večeři zaplavat byl odsouzen k neúspěchu.
11944;You have no concept of what they suffered.;
11948;Which particular shade of blue were you looking for?;Jaký konkrétní odstín modré jste to hledali?
11971;Are we going to the movies tonight?;Večer jdeme do kina.
11978;I just had a thought: What if we work together?;Dostal jsem zrovna takový nápad. Co kdybychom pracovali společně?
11980;The main message in the article was about self-responsibility.;Hlavní myšlenkou toho článku je zodpovědnost za sebe sama.
11985;She is the best student in our Chemistry class.;
11986;Many people hope to rise above their class.;Hodně lidí doufá, že se jim podaří prorazit mezi vyšší třídu.
11987;That lady has a lot of class.;Ta dáma má úroveň.
11988;He reached the rank of lieutenant, second grade.;Ta paní je třída.
11989;She is ten years old, so is probably in Fourth Grade.;Dosáhl hodnosti poručíka druhé třídy.
12001;The admission fee to the zoo is cheap.;Vstup do zoo je levný.
12006;The disco has barred Andy because of his crazy antics.;Vstupné do zoo je nízké.
12007;The server is having trouble with Cyrillic input.;Andymu kvůli jeho šaškárnám zakázali vstup na diskotéku.
12012;My back really hurts on the right.;Dost mě bolí pravá část zad.
12013;Put your names in the right column and your ages in the left.;Napravo cítím bolest v zádech.
12014;The right wing will win the elections.;Napište svá jména do pravého sloupce a věk do levého.
12015;These are real bank notes.;Pravicový blok vyhraje volby.
12016;Yes, this is a true Picasso.;
12017;I can't tell if this certificate is good or not.;Toto jsou pravé ( or: autentické) bankovky.
12018;The assay office said it was genuine silver.;Ano, to je pravý Picasso.
12019;Never had the coach seen such raw talent in an aspiring gymnast.;Nepoznám, zda tento certifikát je pravý nebo ne.
12026;Modern TVs are in colour.;Moderní televize jsou barevné.
12031;I read the paper with my coffee every morning.;Čtu noviny každé ráno u kávy.
12032;The morning newspaper is late.;Ranní noviny se zpozdily.
12033;Do you have today's newspaper here?;Máte dnešní noviny?
12034;The President spent an hour briefing the press on his latest policy.;Prezident strávil hodinu představováním své nové politiky tisku.
12039;To register for the conference, you need to go to that table over there.;Na konferenci se můžete zaregistrovat u tamtoho stolu.
12040;Can you please prepare the table for dinner?;Mohl bys prostřít stůl na večeři?
12041;Your coffee and magazine are on the table.;Kávu a časopis máte na stole.
12042;The boss has a big desk in his office.;Šéf má ve své kanceláři velký stůl.
12050;I'll watch any film. I'm not fussy.;Podívám se na jakýkoli film. Nejsem vybíravý.
